E1_1,E1_2,E1_3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1_1,A1_2,A1_3,A2_1,A2_2,A2_3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,PID,day
,5.0,2.0,3.0,3.0,,4.0,2.0,,4.0,,2.0,4.0,4.0,,4.0,,2.0,4.0,,2.0,2.0,2.0,,2.0,4.0,,,4.0,4.0,2.0,,4.0,4.0,4.0,,4.0,2.0,,,4.0,4.0,,4.0,3.0,7,15.340444444444444
4.0,,2.0,,3.0,2.0,4.0,4.0,,4.0,2.0,,,4.0,2.0,4.0,,2.0,4.0,,2.0,,2.0,3.0,2.0,,5.0,4.0,2.0,,3.0,2.0,,,4.0,3.0,3.0,,4.0,3.0,3.0,,4.0,3.0,,7,15.446433333333333
2.0,2.0,,2.0,3.0,,2.0,2.0,,2.0,,4.0,2.0,4.0,,,2.0,2.0,4.0,2.0,,2.0,2.0,,2.0,4.0,,,2.0,2.0,4.0,3.0,,2.0,3.0,,2.0,4.0,,4.0,,4.0,,2.0,3.0,7,16.003155555555555
,2.0,4.0,2.0,,3.0,2.0,2.0,,,2.0,3.0,3.0,2.0,,4.0,,3.0,4.0,2.0,,3.0,2.0,,2.0,,4.0,4.0,,3.0,4.0,,3.0,2.0,,4.0,,2.0,4.0,4.0,4.0,,2.0,,4.0,7,16.086322222222222
2.0,2.0,,,2.0,2.0,2.0,,4.0,,1.0,1.0,4.0,,2.0,2.0,2.0,,4.0,,2.0,2.0,2.0,,2.0,,4.0,2.0,,3.0,4.0,2.0,,3.0,3.0,,,4.0,2.0,,4.0,4.0,4.0,2.0,,7,16.161922222222223
2.0,,4.0,2.0,,4.0,2.0,,4.0,4.0,,2.0,4.0,,2.0,,2.0,2.0,,4.0,4.0,2.0,,4.0,2.0,,4.0,,2.0,2.0,4.0,,4.0,,3.0,4.0,2.0,,2.0,,3.0,3.0,4.0,2.0,,7,16.242655555555555
4.0,4.0,,2.0,2.0,,,4.0,2.0,4.0,2.0,,,4.0,2.0,,2.0,2.0,4.0,,2.0,3.0,,4.0,,3.0,2.0,3.0,2.0,,3.0,2.0,,4.0,4.0,,,2.0,3.0,,4.0,4.0,2.0,2.0,,7,16.319666666666667
,4.0,4.0,,4.0,2.0,,4.0,2.0,,2.0,2.0,4.0,,2.0,4.0,2.0,,4.0,,2.0,2.0,2.0,,,3.0,4.0,,3.0,4.0,2.0,,2.0,4.0,4.0,,,2.0,4.0,4.0,,4.0,,4.0,4.0,7,16.416633333333333
2.0,2.0,,,2.0,4.0,2.0,,4.0,4.0,,2.0,,3.0,2.0,4.0,2.0,,3.0,,2.0,2.0,2.0,,,3.0,4.0,4.0,2.0,,,3.0,3.0,3.0,,4.0,2.0,,2.0,,4.0,4.0,3.0,,3.0,7,17.01331111111111
2.0,4.0,,,3.0,4.0,2.0,,3.0,4.0,,2.0,4.0,4.0,,,2.0,2.0,,2.0,2.0,2.0,,4.0,,4.0,3.0,4.0,3.0,,2.0,3.0,,,3.0,3.0,,4.0,2.0,4.0,,4.0,2.0,,3.0,7,17.081722222222222
2.0,,4.0,4.0,2.0,,3.0,,2.0,2.0,,2.0,,4.0,2.0,4.0,,4.0,2.0,2.0,,,2.0,2.0,,1.0,2.0,,2.0,2.0,4.0,2.0,,,2.0,4.0,,3.0,4.0,4.0,4.0,,3.0,2.0,,7,17.164722222222224
4.0,4.0,,4.0,,2.0,4.0,,2.0,4.0,2.0,,4.0,,2.0,,2.0,4.0,4.0,,2.0,2.0,2.0,,,4.0,4.0,4.0,,4.0,2.0,,2.0,4.0,4.0,,,2.0,4.0,4.0,,4.0,2.0,,4.0,7,17.24266666666667
,3.0,3.0,4.0,,2.0,,2.0,4.0,,2.0,2.0,4.0,4.0,,,2.0,2.0,,2.0,2.0,2.0,2.0,,2.0,4.0,,,2.0,4.0,,2.0,3.0,3.0,3.0,,,2.0,4.0,4.0,4.0,,2.0,,4.0,7,17.358422222222224
2.0,,4.0,,2.0,2.0,,3.0,2.0,4.0,2.0,,,4.0,2.0,4.0,2.0,,,2.0,2.0,4.0,,2.0,,2.0,2.0,,2.0,4.0,2.0,4.0,,,4.0,2.0,5.0,2.0,,,5.0,5.0,2.0,,4.0,7,17.398711111111112
1.0,1.0,,,2.0,4.0,1.0,3.0,,,3.0,2.0,4.0,,2.0,,2.0,2.0,,2.0,3.0,1.0,2.0,,3.0,4.0,,,2.0,4.0,2.0,3.0,,4.0,,2.0,2.0,3.0,,4.0,,4.0,,2.0,3.0,7,17.95842222222222
2.0,2.0,,2.0,2.0,,1.0,,4.0,4.0,2.0,,,4.0,2.0,,2.0,2.0,2.0,,4.0,,1.0,4.0,4.0,,5.0,4.0,,2.0,3.0,2.0,,3.0,3.0,,,3.0,2.0,,5.0,4.0,,3.0,2.0,7,18.078388888888888
2.0,2.0,,2.0,,4.0,2.0,,5.0,4.0,,2.0,4.0,,2.0,4.0,,2.0,2.0,,4.0,2.0,,4.0,2.0,,4.0,,1.0,2.0,3.0,2.0,,3.0,,2.0,2.0,4.0,,4.0,,4.0,4.0,2.0,,7,18.16007777777778
,2.0,4.0,2.0,2.0,,,2.0,4.0,4.0,,2.0,4.0,,2.0,,2.0,2.0,4.0,,2.0,,4.0,3.0,,2.0,4.0,4.0,2.0,,3.0,,2.0,4.0,4.0,,4.0,2.0,,4.0,4.0,,,2.0,4.0,7,18.23806666666667
2.0,,2.0,2.0,2.0,,2.0,,2.0,4.0,,2.0,4.0,,2.0,,2.0,2.0,4.0,2.0,,,4.0,2.0,,2.0,2.0,,2.0,4.0,2.0,,2.0,,4.0,4.0,,2.0,4.0,,4.0,4.0,2.0,2.0,,7,18.31918888888889
2.0,1.0,,4.0,,2.0,,4.0,1.0,4.0,,1.0,5.0,,2.0,,2.0,2.0,4.0,,2.0,,2.0,2.0,,2.0,2.0,,2.0,4.0,2.0,,2.0,4.0,4.0,,4.0,2.0,,4.0,4.0,,2.0,2.0,,7,18.400566666666666
3.0,3.0,,2.0,2.0,,2.0,,4.0,4.0,,2.0,,3.0,2.0,4.0,2.0,,4.0,2.0,,,2.0,4.0,3.0,4.0,,2.0,4.0,,,2.0,2.0,4.0,,2.0,2.0,,2.0,4.0,,4.0,,2.0,2.0,7,18.959877777777777
,2.0,4.0,,2.0,4.0,2.0,,4.0,2.0,,4.0,,4.0,2.0,,2.0,2.0,4.0,,3.0,2.0,,2.0,3.0,4.0,,2.0,,4.0,,2.0,2.0,,4.0,2.0,4.0,,4.0,,4.0,4.0,2.0,2.0,,7,19.078366666666668
4.0,,2.0,4.0,,2.0,,4.0,2.0,4.0,,2.0,4.0,4.0,,,2.0,2.0,4.0,,2.0,,2.0,2.0,,2.0,3.0,2.0,2.0,,2.0,4.0,,4.0,,2.0,4.0,2.0,,4.0,4.0,,2.0,4.0,,7,19.159533333333332
4.0,2.0,,4.0,4.0,,,2.0,2.0,,2.0,2.0,4.0,,2.0,,2.0,2.0,4.0,2.0,,5.0,4.0,,2.0,,2.0,,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,2.0,4.0,,7,19.2379
4.0,4.0,,,4.0,2.0,,4.0,2.0,,2.0,2.0,4.0,,2.0,4.0,2.0,,4.0,,2.0,5.0,4.0,,4.0,,2.0,2.0,,4.0,,4.0,2.0,4.0,4.0,,,2.0,4.0,4.0,4.0,,,4.0,4.0,7,19.32191111111111
2.0,2.0,,2.0,2.0,,3.0,4.0,,,2.0,2.0,,4.0,2.0,,2.0,2.0,4.0,,2.0,4.0,,2.0,4.0,,2.0,2.0,,4.0,,2.0,2.0,4.0,,2.0,4.0,2.0,,4.0,,4.0,,4.0,4.0,7,19.39912222222222
4.0,4.0,,,4.0,2.0,4.0,2.0,,4.0,2.0,,,4.0,4.0,4.0,,2.0,,2.0,2.0,3.0,4.0,,4.0,,4.0,2.0,,3.0,,4.0,2.0,4.0,,2.0,,2.0,2.0,4.0,4.0,,2.0,3.0,,7,20.001
,4.0,2.0,3.0,,2.0,,3.0,2.0,,2.0,2.0,,4.0,2.0,,2.0,2.0,,2.0,2.0,4.0,4.0,,,2.0,2.0,3.0,2.0,,2.0,4.0,,,2.0,2.0,4.0,2.0,,4.0,4.0,,2.0,,4.0,7,20.081933333333332
,4.0,2.0,4.0,3.0,,,4.0,1.0,5.0,,1.0,5.0,4.0,,4.0,2.0,,4.0,2.0,,,5.0,2.0,,2.0,1.0,2.0,,5.0,,2.0,2.0,4.0,,2.0,,2.0,4.0,,5.0,5.0,1.0,4.0,,7,20.1611
4.0,,2.0,4.0,2.0,,2.0,2.0,,4.0,,2.0,4.0,,2.0,4.0,2.0,,4.0,2.0,,,2.0,2.0,,2.0,2.0,2.0,,4.0,2.0,4.0,,4.0,,2.0,,2.0,4.0,4.0,,4.0,2.0,,4.0,7,20.239911111111113
4.0,2.0,,3.0,,2.0,3.0,,2.0,,2.0,2.0,4.0,4.0,,4.0,2.0,,4.0,,2.0,3.0,2.0,,2.0,4.0,,,4.0,4.0,,4.0,2.0,4.0,4.0,,,2.0,4.0,,5.0,5.0,2.0,4.0,,7,20.317944444444443
,2.0,2.0,,4.0,2.0,,3.0,2.0,,2.0,2.0,4.0,4.0,,,2.0,2.0,4.0,,2.0,4.0,4.0,,4.0,2.0,,4.0,2.0,,2.0,4.0,,,4.0,2.0,,2.0,4.0,,4.0,4.0,,4.0,4.0,7,20.398444444444443
2.0,,4.0,1.0,1.0,,,2.0,4.0,3.0,,2.0,,4.0,1.0,3.0,3.0,,,4.0,4.0,,4.0,5.0,,2.0,2.0,5.0,1.0,,4.0,,4.0,3.0,4.0,,,3.0,2.0,,3.0,3.0,2.0,,4.0,9,1.0385666666666666
1.0,,4.0,1.0,1.0,,2.0,,3.0,3.0,,1.0,,3.0,1.0,3.0,1.0,,3.0,3.0,,4.0,4.0,,3.0,,2.0,,2.0,3.0,4.0,,4.0,,2.0,4.0,,4.0,4.0,2.0,,2.0,4.0,,3.0,9,1.0793666666666666
2.0,4.0,,1.0,1.0,,3.0,4.0,,3.0,3.0,,4.0,,1.0,3.0,3.0,,,2.0,2.0,4.0,4.0,,3.0,2.0,,4.0,,2.0,4.0,4.0,,4.0,4.0,,,2.0,4.0,,2.0,2.0,,4.0,4.0,9,1.192411111111111
2.0,,4.0,1.0,,4.0,1.0,,4.0,3.0,3.0,,4.0,,3.0,,2.0,2.0,3.0,3.0,,4.0,,5.0,3.0,,2.0,,1.0,2.0,3.0,,4.0,,3.0,1.0,2.0,,4.0,2.0,2.0,,,3.0,3.0,9,1.2697444444444446
2.0,2.0,,,1.0,3.0,2.0,,4.0,3.0,,1.0,3.0,,1.0,3.0,2.0,,,3.0,3.0,,4.0,3.0,3.0,,3.0,,2.0,2.0,3.0,,4.0,3.0,,2.0,4.0,4.0,,4.0,,4.0,,3.0,2.0,9,1.3191555555555556
,1.0,3.0,,1.0,3.0,2.0,2.0,,,3.0,1.0,,3.0,1.0,3.0,,3.0,,2.0,2.0,2.0,3.0,,3.0,,3.0,,2.0,2.0,3.0,,3.0,4.0,,2.0,2.0,4.0,,3.0,,2.0,2.0,,4.0,9,2.0854333333333335
,4.0,4.0,2.0,2.0,,2.0,,2.0,,3.0,1.0,4.0,4.0,,,3.0,3.0,,2.0,2.0,4.0,4.0,,4.0,2.0,,4.0,,2.0,3.0,3.0,,,4.0,2.0,4.0,,4.0,2.0,4.0,,2.0,,4.0,9,2.1588
3.0,,2.0,5.0,,1.0,3.0,,2.0,3.0,2.0,,,3.0,2.0,3.0,,3.0,,4.0,3.0,,5.0,2.0,4.0,,3.0,4.0,,1.0,3.0,2.0,,,2.0,4.0,5.0,,4.0,3.0,3.0,,4.0,,4.0,9,2.3578
,4.0,4.0,1.0,1.0,,,2.0,3.0,,3.0,2.0,4.0,4.0,,3.0,,3.0,,2.0,2.0,2.0,,4.0,,3.0,2.0,5.0,,1.0,,2.0,4.0,4.0,3.0,,2.0,4.0,,3.0,2.0,,3.0,4.0,,9,2.402622222222222
1.0,1.0,,1.0,,1.0,2.0,,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,,2.0,2.0,4.0,2.0,,,2.0,3.0,,2.0,2.0,3.0,,4.0,3.0,3.0,,2.0,2.0,,2.0,2.0,,4.0,2.0,,9,3.0334666666666665
1.0,1.0,,,3.0,3.0,2.0,2.0,,3.0,3.0,,,3.0,2.0,3.0,,2.0,3.0,3.0,,,2.0,4.0,3.0,3.0,,4.0,2.0,,,3.0,4.0,3.0,,3.0,4.0,2.0,,,3.0,3.0,3.0,,2.0,9,3.080477777777778
,1.0,4.0,1.0,1.0,,2.0,,4.0,3.0,,3.0,,4.0,3.0,,2.0,2.0,,2.0,2.0,2.0,,4.0,,4.0,4.0,4.0,,2.0,,3.0,4.0,4.0,4.0,,2.0,4.0,,2.0,2.0,,,4.0,4.0,9,3.1748444444444446
2.0,,4.0,1.0,1.0,,2.0,2.0,,3.0,3.0,,4.0,,2.0,3.0,,3.0,3.0,3.0,,2.0,2.0,,3.0,4.0,,,2.0,3.0,4.0,3.0,,,4.0,2.0,2.0,4.0,,2.0,,2.0,4.0,3.0,,9,3.2394333333333334
4.0,,3.0,1.0,,4.0,2.0,2.0,,3.0,,2.0,,3.0,3.0,3.0,2.0,,,2.0,2.0,2.0,2.0,,3.0,,2.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,,2.0,4.0,4.0,4.0,,2.0,4.0,,9,3.3185333333333333
1.0,1.0,,,1.0,1.0,2.0,2.0,,4.0,3.0,,4.0,4.0,,3.0,,3.0,3.0,3.0,,,1.0,5.0,,3.0,3.0,4.0,2.0,,4.0,3.0,,4.0,4.0,,,4.0,2.0,,4.0,4.0,2.0,4.0,,9,3.3996333333333335
1.0,1.0,,,1.0,1.0,1.0,,4.0,1.0,,1.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,1.0,1.0,,,2.0,2.0,,3.0,5.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,,2.0,3.0,3.0,2.0,,9,4.0277666666666665
,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,3.0,,,3.0,3.0,3.0,,3.0,2.0,,4.0,,2.0,5.0,,3.0,3.0,3.0,,5.0,3.0,4.0,,4.0,4.0,,,4.0,2.0,2.0,2.0,,,2.0,2.0,9,4.087444444444444
1.0,,4.0,3.0,,3.0,2.0,2.0,,,3.0,2.0,4.0,4.0,,,2.0,2.0,,2.0,2.0,,1.0,4.0,3.0,,2.0,5.0,,2.0,,3.0,5.0,2.0,2.0,,4.0,4.0,,4.0,4.0,,2.0,4.0,,9,4.175644444444444
,1.0,4.0,3.0,,3.0,1.0,2.0,,3.0,,2.0,3.0,3.0,,3.0,2.0,,4.0,2.0,,4.0,4.0,,,2.0,2.0,4.0,,2.0,4.0,,4.0,4.0,4.0,,5.0,2.0,,,4.0,5.0,,2.0,4.0,9,4.242988888888889
2.0,,4.0,1.0,1.0,,2.0,,4.0,4.0,,2.0,4.0,,2.0,,2.0,2.0,4.0,2.0,,5.0,,3.0,3.0,,3.0,4.0,,3.0,4.0,2.0,,4.0,4.0,,4.0,,4.0,4.0,4.0,,,2.0,2.0,9,4.318977777777778
1.0,,3.0,,1.0,3.0,,2.0,4.0,3.0,3.0,,,3.0,2.0,3.0,,2.0,,2.0,2.0,1.0,,5.0,,3.0,2.0,,3.0,4.0,3.0,,3.0,4.0,4.0,,2.0,4.0,,2.0,2.0,,4.0,2.0,,9,5.000422222222222
2.0,4.0,,2.0,1.0,,2.0,1.0,,,3.0,2.0,4.0,4.0,,,1.0,1.0,4.0,,2.0,4.0,,2.0,,2.0,2.0,4.0,2.0,,,2.0,4.0,4.0,4.0,,4.0,,4.0,4.0,,4.0,2.0,4.0,,9,5.159877777777778
,4.0,2.0,3.0,2.0,,2.0,2.0,,4.0,,2.0,,4.0,2.0,3.0,,2.0,3.0,4.0,,,4.0,2.0,,2.0,2.0,4.0,,2.0,4.0,,4.0,,4.0,2.0,4.0,2.0,,2.0,2.0,,2.0,2.0,,9,5.238511111111111
1.0,1.0,,1.0,,3.0,2.0,,4.0,,2.0,2.0,4.0,4.0,,,2.0,2.0,4.0,2.0,,,4.0,4.0,,2.0,2.0,4.0,,2.0,,3.0,4.0,4.0,,2.0,,4.0,2.0,2.0,,4.0,2.0,,2.0,9,5.324622222222223
1.0,,4.0,,1.0,3.0,,2.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,2.0,4.0,,2.0,5.0,,2.0,,2.0,2.0,4.0,4.0,,,3.0,3.0,4.0,,2.0,,4.0,4.0,,2.0,4.0,,4.0,2.0,9,5.398466666666667
1.0,1.0,,1.0,1.0,,1.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,1.0,3.0,4.0,,2.0,2.0,,2.0,,2.0,5.0,2.0,,4.0,3.0,,3.0,3.0,,1.0,1.0,,2.0,,4.0,4.0,2.0,,9,6.030722222222222
2.0,,3.0,1.0,1.0,,2.0,2.0,,3.0,,2.0,,3.0,2.0,3.0,,2.0,,2.0,2.0,3.0,,4.0,3.0,2.0,,5.0,,2.0,,3.0,4.0,4.0,,2.0,,4.0,4.0,3.0,,2.0,,2.0,2.0,9,6.079188888888889
,4.0,2.0,4.0,,4.0,2.0,2.0,,4.0,,2.0,4.0,4.0,,2.0,,2.0,3.0,3.0,,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,3.0,4.0,4.0,,4.0,,4.0,4.0,,4.0,2.0,,4.0,9,6.268455555555556
2.0,2.0,,1.0,1.0,,2.0,,3.0,3.0,,2.0,4.0,,2.0,,2.0,2.0,2.0,4.0,,,4.0,3.0,3.0,4.0,,5.0,2.0,,,3.0,4.0,3.0,3.0,,4.0,4.0,,4.0,4.0,,2.0,,3.0,9,6.3188555555555554
,4.0,4.0,1.0,,4.0,,2.0,3.0,4.0,,2.0,4.0,,2.0,3.0,,4.0,4.0,,2.0,2.0,,4.0,3.0,2.0,,,1.0,1.0,,3.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,,4.0,,4.0,9,6.407188888888889
1.0,2.0,,,1.0,3.0,1.0,1.0,,3.0,,1.0,3.0,,3.0,,1.0,1.0,3.0,3.0,,3.0,,5.0,3.0,,3.0,4.0,,4.0,,3.0,3.0,3.0,,4.0,,4.0,3.0,,2.0,2.0,4.0,2.0,,9,7.041188888888889
2.0,2.0,,1.0,1.0,,2.0,2.0,,3.0,3.0,,4.0,,2.0,,2.0,1.0,2.0,2.0,,4.0,4.0,,3.0,2.0,,,4.0,2.0,,2.0,4.0,3.0,,2.0,,4.0,4.0,,2.0,2.0,4.0,,2.0,9,7.1887
3.0,,3.0,,4.0,2.0,2.0,,2.0,4.0,,2.0,4.0,4.0,,2.0,3.0,,4.0,2.0,,5.0,5.0,,4.0,,2.0,4.0,2.0,,,2.0,4.0,,4.0,4.0,4.0,,4.0,2.0,,2.0,2.0,,4.0,9,7.3480888888888884
,4.0,4.0,2.0,,4.0,4.0,4.0,,4.0,2.0,,4.0,,2.0,2.0,,2.0,2.0,,4.0,,4.0,2.0,3.0,2.0,,4.0,2.0,,3.0,4.0,,4.0,4.0,,5.0,,5.0,2.0,,4.0,2.0,,4.0,9,7.435011111111111
1.0,1.0,,,1.0,3.0,1.0,1.0,,3.0,,2.0,3.0,,2.0,3.0,,2.0,2.0,4.0,,2.0,2.0,,,4.0,4.0,5.0,1.0,,,2.0,4.0,4.0,4.0,,,4.0,2.0,2.0,2.0,,,1.0,2.0,9,8.047333333333333
4.0,,4.0,1.0,2.0,,2.0,,2.0,3.0,,3.0,3.0,,3.0,3.0,,2.0,2.0,4.0,,2.0,2.0,,3.0,,3.0,,2.0,2.0,3.0,,4.0,4.0,4.0,,2.0,,2.0,2.0,,4.0,4.0,2.0,,9,8.079177777777778
,4.0,4.0,,1.0,4.0,,2.0,4.0,,4.0,2.0,,4.0,2.0,,2.0,3.0,2.0,4.0,,4.0,4.0,,3.0,3.0,,4.0,,2.0,4.0,,4.0,,4.0,2.0,5.0,,5.0,,2.0,2.0,4.0,2.0,,9,8.260555555555555
2.0,,4.0,,3.0,3.0,2.0,2.0,,3.0,,3.0,3.0,3.0,,,2.0,2.0,3.0,,3.0,4.0,4.0,,3.0,2.0,,5.0,1.0,,,3.0,4.0,,4.0,2.0,4.0,,4.0,2.0,,4.0,4.0,2.0,,9,8.318722222222222
,2.0,4.0,2.0,,3.0,,2.0,4.0,3.0,4.0,,4.0,3.0,,,2.0,2.0,2.0,4.0,,4.0,,2.0,,4.0,2.0,5.0,,1.0,3.0,2.0,,4.0,,4.0,,4.0,4.0,,2.0,2.0,,2.0,2.0,9,8.463788888888889
1.0,1.0,,1.0,1.0,,1.0,1.0,,3.0,2.0,,3.0,,2.0,3.0,,2.0,2.0,,4.0,,1.0,5.0,2.0,,4.0,5.0,1.0,,,2.0,4.0,3.0,,3.0,4.0,,3.0,,2.0,2.0,,2.0,2.0,9,9.055444444444445
,1.0,4.0,1.0,1.0,,1.0,2.0,,3.0,,2.0,,3.0,2.0,3.0,,2.0,2.0,,4.0,2.0,,4.0,,4.0,4.0,5.0,1.0,,,2.0,4.0,2.0,,4.0,,4.0,4.0,,2.0,2.0,4.0,,2.0,9,9.126888888888889
1.0,,5.0,1.0,,3.0,2.0,2.0,,4.0,2.0,,4.0,4.0,,3.0,,2.0,,4.0,4.0,,4.0,3.0,,4.0,2.0,5.0,1.0,,3.0,,4.0,,4.0,4.0,4.0,4.0,,,2.0,4.0,4.0,2.0,,9,9.160466666666666
1.0,1.0,,1.0,,3.0,2.0,,3.0,4.0,2.0,,4.0,,2.0,3.0,,2.0,4.0,2.0,,4.0,4.0,,4.0,,4.0,5.0,,2.0,3.0,,4.0,4.0,,2.0,4.0,4.0,,2.0,2.0,,4.0,,2.0,9,9.318333333333333
,2.0,4.0,2.0,,2.0,4.0,4.0,,4.0,3.0,,3.0,4.0,,,2.0,2.0,4.0,,2.0,4.0,4.0,,3.0,4.0,,3.0,4.0,,2.0,4.0,,4.0,,2.0,2.0,,2.0,,4.0,4.0,,2.0,3.0,9,10.051722222222223
3.0,2.0,,1.0,,3.0,,4.0,4.0,4.0,,2.0,4.0,4.0,,,2.0,2.0,4.0,,2.0,4.0,4.0,,,3.0,2.0,3.0,3.0,,,4.0,3.0,4.0,,2.0,,4.0,2.0,3.0,,4.0,4.0,2.0,,9,10.08008888888889
4.0,5.0,,2.0,,3.0,4.0,,3.0,4.0,4.0,,4.0,4.0,,3.0,,2.0,,4.0,4.0,2.0,2.0,,,4.0,4.0,,2.0,4.0,2.0,4.0,,4.0,,2.0,,4.0,4.0,2.0,,2.0,4.0,5.0,,9,10.223633333333334
,4.0,2.0,2.0,2.0,,3.0,,3.0,4.0,,2.0,4.0,4.0,,,2.0,2.0,,3.0,3.0,,2.0,4.0,4.0,,2.0,3.0,4.0,,2.0,4.0,,4.0,,2.0,3.0,4.0,,,2.0,4.0,4.0,,2.0,9,10.238755555555555
4.0,,3.0,,2.0,3.0,4.0,4.0,,4.0,3.0,,4.0,4.0,,3.0,2.0,,3.0,3.0,,3.0,,2.0,4.0,,2.0,,2.0,2.0,3.0,3.0,,,4.0,2.0,,4.0,4.0,3.0,3.0,,4.0,2.0,,9,10.320822222222223
,2.0,3.0,,2.0,2.0,,4.0,2.0,,2.0,2.0,,4.0,2.0,,2.0,2.0,4.0,,2.0,4.0,,2.0,3.0,,2.0,4.0,4.0,,3.0,,3.0,4.0,4.0,,2.0,4.0,,,4.0,4.0,4.0,2.0,,9,10.413455555555556
,4.0,4.0,1.0,1.0,,2.0,4.0,,4.0,,2.0,4.0,4.0,,3.0,,2.0,2.0,,4.0,4.0,4.0,,3.0,4.0,,3.0,2.0,,2.0,,3.0,4.0,4.0,,2.0,4.0,,2.0,2.0,,4.0,4.0,,9,11.000288888888889
4.0,,2.0,1.0,,3.0,,4.0,3.0,,3.0,2.0,4.0,4.0,,,2.0,2.0,,2.0,2.0,,3.0,2.0,,2.0,2.0,4.0,4.0,,2.0,,3.0,4.0,4.0,,,4.0,4.0,4.0,,4.0,,5.0,2.0,9,11.117088888888889
,4.0,2.0,2.0,,4.0,,4.0,3.0,4.0,,2.0,4.0,4.0,,3.0,,2.0,4.0,2.0,,4.0,,4.0,4.0,,2.0,4.0,2.0,,2.0,4.0,,,4.0,2.0,2.0,4.0,,4.0,2.0,,2.0,4.0,,9,11.203
4.0,,4.0,1.0,1.0,,,4.0,4.0,4.0,,2.0,,4.0,2.0,3.0,2.0,,4.0,2.0,,,4.0,4.0,4.0,3.0,,,4.0,4.0,2.0,4.0,,4.0,4.0,,,4.0,4.0,3.0,3.0,,,4.0,2.0,9,11.255733333333334
4.0,,4.0,1.0,,4.0,3.0,4.0,,3.0,,2.0,,3.0,2.0,3.0,,2.0,,3.0,4.0,2.0,,4.0,3.0,,3.0,4.0,2.0,,2.0,,3.0,4.0,,2.0,,4.0,4.0,,2.0,4.0,2.0,4.0,,9,11.364866666666666
4.0,,4.0,2.0,,4.0,,3.0,4.0,4.0,,2.0,,4.0,2.0,,2.0,2.0,4.0,,2.0,,2.0,4.0,4.0,3.0,,4.0,,4.0,3.0,,4.0,4.0,,4.0,2.0,4.0,,2.0,,2.0,4.0,,2.0,9,11.415044444444444
2.0,2.0,,1.0,1.0,,2.0,3.0,,,3.0,2.0,,4.0,2.0,3.0,2.0,,,2.0,2.0,3.0,,4.0,,2.0,2.0,4.0,,3.0,2.0,3.0,,,4.0,2.0,2.0,,2.0,,2.0,2.0,4.0,,2.0,9,12.048622222222223
2.0,,3.0,,1.0,3.0,2.0,,4.0,3.0,,2.0,4.0,4.0,,,2.0,2.0,3.0,3.0,,,2.0,4.0,3.0,,2.0,,4.0,2.0,2.0,,2.0,4.0,,2.0,,4.0,4.0,2.0,,4.0,4.0,,2.0,9,12.0785
,4.0,2.0,,1.0,4.0,2.0,2.0,,,3.0,2.0,4.0,4.0,,3.0,2.0,,,2.0,2.0,4.0,2.0,,4.0,2.0,,,2.0,2.0,2.0,3.0,,4.0,4.0,,4.0,4.0,,2.0,,2.0,,4.0,2.0,9,12.261444444444445
2.0,2.0,,1.0,1.0,,2.0,2.0,,,3.0,3.0,4.0,,2.0,3.0,2.0,,,2.0,2.0,4.0,4.0,,3.0,3.0,,,2.0,2.0,2.0,,2.0,4.0,,2.0,2.0,4.0,,3.0,,4.0,,2.0,4.0,9,12.401177777777777
1.0,,3.0,1.0,,3.0,,2.0,3.0,,3.0,2.0,3.0,,2.0,3.0,2.0,,4.0,2.0,,2.0,2.0,,3.0,,2.0,,2.0,3.0,,2.0,3.0,,4.0,2.0,2.0,,3.0,2.0,,2.0,4.0,,2.0,9,13.020222222222221
2.0,,3.0,2.0,,3.0,2.0,2.0,,3.0,,2.0,4.0,,2.0,,2.0,2.0,4.0,2.0,,,4.0,2.0,4.0,2.0,,,3.0,4.0,,3.0,3.0,4.0,4.0,,,4.0,2.0,4.0,,4.0,2.0,,4.0,9,13.078444444444445
,4.0,2.0,,2.0,4.0,2.0,,4.0,4.0,,2.0,,4.0,2.0,,2.0,2.0,4.0,2.0,,,2.0,4.0,3.0,4.0,,4.0,,4.0,2.0,,4.0,,4.0,2.0,4.0,3.0,,,4.0,4.0,4.0,,2.0,9,13.160177777777777
3.0,,4.0,,2.0,4.0,2.0,2.0,,3.0,2.0,,4.0,4.0,,,2.0,2.0,,2.0,2.0,,5.0,2.0,3.0,2.0,,,2.0,2.0,,2.0,3.0,,4.0,2.0,4.0,,4.0,4.0,4.0,,,4.0,4.0,9,13.2734
